conversation,duration,start,finish,"dc_src_ports","dc_dst_ports","total_mb","avg_mb",mbps,"total_packets","num_protocols","flag_ack","flag_fin","flag_psh","flag_rst","flag_syn"
"104.105.77.229->192.168.10.14","3.03720591","2017-07-07 19:58:57.343","2017-07-07 20:01:59.576",1,3,"0.0372314453125","0.00074462890625","0.0122584528",50,2,50,3,21,0,3
"104.106.241.83->192.168.10.9","1.92015035","2017-07-07 19:16:04.576","2017-07-07 19:17:59.785",1,2,"0.007251739501953125","0.0002500599828259698","0.00377665191",29,2,29,1,7,1,2
"104.106.249.194->192.168.10.16","0.07812277","2017-07-07 19:13:44.157","2017-07-07 19:13:48.844",1,4,"0.0985727310180664","0.0012970096186587685","1.261767",76,2,76,4,16,0,4
"104.106.252.25->192.168.10.5","1.93161965","2017-07-07 19:32:26.559","2017-07-07 19:34:22.456",1,2,"0.014065742492675781","0.00041369830860811123","0.00728183859",34,2,34,1,9,1,2
"104.107.3.159->192.168.10.15","1.92721550","2017-07-07 19:40:52.362","2017-07-07 19:42:47.995",1,2,"0.009965896606445312","0.0003214805356917843","0.00517113765",31,2,31,1,9,1,2
"104.113.70.113->192.168.10.17","1.93046545","2017-07-07 17:22:18.531","2017-07-07 17:24:14.359",1,2,"0.00034427642822265625","0.00002025155460133272","0.000178338560",17,2,17,2,1,0,2
"104.117.102.33->192.168.10.50","18.17258383","2017-07-07 18:56:46.743","2017-07-07 19:14:57.098",5904,1,"0.11272430419921875","0.000002464565660921307","0.006202987161",45738,2,39828,0,5910,5910,5910
"104.118.220.130->192.168.10.15","1.92361880","2017-07-07 19:40:43.593","2017-07-07 19:42:39.011",1,2,"0.10475540161132812","0.0013604597611860795","0.0544574641",77,2,77,1,9,1,2
"104.118.220.45->192.168.10.8","1.96751217","2017-07-07 17:25:36.569","2017-07-07 17:27:34.619",2,5,"0.11333370208740234","0.0009855104529339334","0.0576025419",115,3,115,4,21,1,5
"104.118.223.29->192.168.10.15","1.99324773","2017-07-07 19:40:43.698","2017-07-07 19:42:43.293",1,6,"0.2996397018432617","0.0014336827839390512","0.150327376",209,2,209,4,45,0,6
"104.118.242.135->192.168.10.8","1.92727242","2017-07-07 17:30:48.166","2017-07-07 17:32:43.803",1,2,"0.03745460510253906","0.000851241025057706","0.0194339964",44,2,44,1,7,1,2
"104.130.4.225->192.168.10.12","0.1004925","2017-07-07 17:39:08.209","2017-07-07 17:39:14.239",1,2,"0.012516021728515625","0.000736236572265625","0.1245468",17,2,17,2,7,0,2
"104.130.4.225->192.168.10.15","0.08654090","2017-07-07 17:55:43.198","2017-07-07 17:55:48.391",1,1,"0.007264137268066406","0.0007264137268066407","0.08393877",10,2,10,1,4,0,1
"104.152.141.70->192.168.10.15","0.00667662","2017-07-07 17:39:30.703","2017-07-07 17:39:31.104",1,1,"0.0061511993408203125","0.0006151199340820312","0.921305",10,2,10,1,4,0,1
"104.152.142.68->192.168.10.16","0.00317599","2017-07-07 17:18:46.397","2017-07-07 17:18:46.587",1,1,"0.0003261566162109375","0.0001087188720703125","0.102695",3,2,3,1,0,0,1
"104.154.79.29->192.168.10.15","1.0108322","2017-07-07 20:00:20.076","2017-07-07 20:01:20.726",1,1,"0.0038166046142578125","0.00027261461530412944","0.0037757053",14,2,14,1,4,0,1
"104.154.79.29->192.168.10.5","1.0068156","2017-07-07 19:14:31.540","2017-07-07 19:15:31.949",1,1,"0.0038166046142578125","0.0002544403076171875","0.0037907683",15,2,15,1,4,0,1
"104.155.59.61->192.168.10.16","1.70403887","2017-07-07 18:15:26.669","2017-07-07 18:17:08.911",1,2,"0.021422386169433594","0.0004371915544782366","0.0125715361",49,2,49,2,15,0,2
"104.16.104.123->192.168.10.16","1.74705505","2017-07-07 17:18:43.943","2017-07-07 17:20:28.767",2,7,"0.3794565200805664","0.0009346219706417892","0.217197804",406,3,406,7,95,0,7
"104.16.108.123->192.168.10.16","0.76736635","2017-07-07 17:18:46.319","2017-07-07 17:19:32.361",1,3,"0.002193450927734375","0.0000812389232494213","0.0028584143",27,2,27,3,3,0,3
"104.16.122.175->192.168.10.15","3.01194522","2017-07-07 17:50:17.697","2017-07-07 17:53:18.414",1,1,"0.032550811767578125","0.0008346361991686699","0.0108072390",39,2,39,1,19,0,1
"104.16.124.228->192.168.10.12","7.42337462","2017-07-07 19:05:35.032","2017-07-07 19:13:00.434",1,2,"0.004825592041015625","0.0001237331292568109","0.000650053687",39,2,39,2,8,0,2
"104.16.124.228->192.168.10.5","16.5021384","2017-07-07 17:00:12.632","2017-07-07 17:16:42.761",1,4,"0.009617805480957031","0.00013938848523126131","0.000582821769",69,2,69,3,15,0,4
"104.16.124.228->192.168.10.9","1.93217198","2017-07-07 18:33:39.371","2017-07-07 18:35:35.301",1,2,"0.05216026306152344","0.0007145241515277183","0.0269956627",73,2,73,2,15,0,2
"104.16.127.51->192.168.10.5","1.93936620","2017-07-07 18:49:22.136","2017-07-07 18:51:18.498",1,6,"4.284351348876953","0.001491765789998939","2.20915026",2872,2,2872,6,205,0,6
"104.16.128.61->192.168.10.16","3.07893835","2017-07-07 18:26:13.970","2017-07-07 18:29:18.706",1,1,"1.5237035751342773","0.0013135375647709288","0.494879533",1160,2,1160,1,86,0,1
"104.16.129.61->192.168.10.16","0.05453165","2017-07-07 18:26:14.668","2017-07-07 18:26:17.940",1,3,"0.010998725891113281","0.00042302791888897237","0.2016944",26,2,26,3,12,0,3
"104.16.130.61->192.168.10.16","3.08385772","2017-07-07 18:26:14.636","2017-07-07 18:29:19.668",1,4,"0.07046318054199219","0.0008388473874046689","0.0228490375",84,2,84,4,29,0,4
"104.16.135.156->192.168.10.15","1.94837518","2017-07-07 18:14:40.213","2017-07-07 18:16:37.115",1,3,"0.039061546325683594","0.0004595476038315717","0.0200482672",85,2,85,3,29,0,3
"104.16.139.132->192.168.10.5","3.00712842","2017-07-07 18:05:47.649","2017-07-07 18:08:48.077",1,1,"0.015298843383789062","0.0006374518076578776","0.00508752579",24,2,24,1,16,0,1
"104.16.142.239->192.168.10.15","3.00968645","2017-07-07 17:25:10.280","2017-07-07 17:28:10.861",1,1,"0.13803672790527344","0.001266391999130949","0.0458641557",109,2,109,1,15,0,1
"104.16.142.239->192.168.10.19","3.04482535","2017-07-07 19:55:43.285","2017-07-07 19:58:45.974",1,1,"0.06433582305908203","0.0010904376789674921","0.0211295610",59,2,59,1,21,0,1
"104.16.142.239->192.168.10.5","0.0011289","2017-07-07 17:54:10.662","2017-07-07 17:54:10.729",1,2,"0.011182785034179688","0.0005591392517089843","9.9059",20,2,20,2,8,0,2
"104.16.143.239->192.168.10.15","3.01098597","2017-07-07 19:11:18.384","2017-07-07 19:14:19.043",1,2,"0.011578559875488281","0.00039926068536166485","0.00384543801",29,2,29,2,12,0,2
"104.16.143.239->192.168.10.19","3.00611162","2017-07-07 19:55:42.607","2017-07-07 19:58:42.974",1,1,"0.09513187408447266","0.0011744675812897858","0.0316461550",81,2,81,1,15,0,1
"104.16.143.239->192.168.10.5","3.15051955","2017-07-07 17:54:10.157","2017-07-07 17:57:19.188",1,2,"0.15514659881591797","0.0012411727905273437","0.0492447663",125,2,125,2,26,0,2
"104.16.16.35->192.168.10.8","0.78525287","2017-07-07 17:00:19.453","2017-07-07 17:01:06.568",1,3,"0.15754318237304688","0.0012913375604348104","0.20062732",122,2,122,3,4,0,3
"104.16.160.13->192.168.10.14","3.01971640","2017-07-07 19:58:57.364","2017-07-07 20:01:58.547",1,1,"0.03143024444580078","0.0008271116959421258","0.0104083431",38,2,38,1,21,0,1
"104.16.160.13->192.168.10.15","0.78032150","2017-07-07 18:37:59.746","2017-07-07 18:38:46.565",1,2,"0.027849197387695312","0.0007328736154656662","0.035689389",38,2,38,2,3,0,2
"104.16.18.35->192.168.10.17","0.81200242","2017-07-07 17:50:35.787","2017-07-07 17:51:24.507",1,2,"0.2110300064086914","0.0013527564513377654","0.25988840",156,2,156,2,3,0,2
"104.16.18.35->192.168.10.19","3.08776238","2017-07-07 19:55:41.710","2017-07-07 19:58:46.975",1,2,"0.22438621520996094","0.0012328912923624227","0.0726695216",182,2,182,2,49,0,2
"104.16.20.18->192.168.10.12","0.0010844","2017-07-07 18:25:21.729","2017-07-07 18:25:21.794",1,1,"0.006503105163574219","0.0005911913785067471","5.9970",11,2,11,1,4,0,1
"104.16.20.35->192.168.10.15","0.81934505","2017-07-07 17:50:17.406","2017-07-07 17:51:06.567",1,3,"0.21318817138671875","0.001276575876567178","0.26019340",167,2,167,3,6,0,3
"104.16.20.35->192.168.10.17","0.00025938","2017-07-07 17:00:03.937","2017-07-07 17:00:03.953",1,1,0,0,"0.0000",2,1,2,1,0,0,0
"104.16.204.165->192.168.10.5","3.02512197","2017-07-07 18:35:26.145","2017-07-07 18:38:27.653",1,1,"0.003795623779296875","0.0002372264862060547","0.00125470107",16,2,16,1,7,0,1
"104.16.205.165->192.168.10.16","0.03436645","2017-07-07 17:53:00.234","2017-07-07 17:53:02.296",1,2,"0.007327079772949219","0.0004070599873860677","0.2132044",18,2,18,2,8,0,2
"104.16.205.165->192.168.10.9","3.02253598","2017-07-07 19:53:04.792","2017-07-07 19:56:06.144",1,2,"0.0084075927734375","0.0002712126701108871","0.00278163530",31,2,31,2,18,0,2
"104.16.206.165->192.168.10.15","3.04770668","2017-07-07 18:59:35.631","2017-07-07 19:02:38.493",1,2,"0.06894207000732422","0.0009575287501017252","0.0226209662",72,2,72,2,23,0,2
"104.16.206.165->192.168.10.5","0.00474952","2017-07-07 18:27:26.152","2017-07-07 18:27:26.437",1,2,"0.007328987121582031","0.00040716595119900175","1.54310",18,2,18,2,8,0,2
"104.16.207.165->192.168.10.12","3.01325773","2017-07-07 17:23:44.169","2017-07-07 17:26:44.965",1,2,"0.008336067199707031","0.00027786890665690105","0.00276646339",30,2,30,2,15,0,2
"104.16.207.165->192.168.10.5","3.02899162","2017-07-07 18:27:24.948","2017-07-07 18:30:26.688",1,1,"0.06528377532958984","0.001052964118219191","0.0215529733",62,2,62,1,18,0,1
"104.16.207.165->192.168.10.9","1.95605007","2017-07-07 18:36:15.761","2017-07-07 18:38:13.124",1,1,"0.003749847412109375","0.00034089521928267044","0.00191705083",11,2,11,0,6,0,1
"104.16.208.165->192.168.10.15","0.03105920","2017-07-07 18:59:37.671","2017-07-07 18:59:39.535",1,1,"0.0036640167236328125","0.00045800209045410156","0.1179688",8,2,8,1,4,0,1
"104.16.208.165->192.168.10.16","3.01800745","2017-07-07 17:52:59.432","2017-07-07 17:56:00.513",1,1,"0.004561424255371094","0.00025341245863172744","0.00151140258",18,2,18,1,10,0,1
"104.16.208.165->192.168.10.9","3.02561870","2017-07-07 18:28:14.499","2017-07-07 18:31:16.036",1,4,"0.07639694213867188","0.0009094874064127604","0.0252500231",84,2,84,3,34,0,4
"104.16.21.18->192.168.10.12","3.10235927","2017-07-07 18:25:21.291","2017-07-07 18:28:27.432",1,2,"0.07833194732666016","0.0009003672106512662","0.0252491541",87,2,87,2,40,0,2
"104.16.21.35->192.168.10.15","3.14065595","2017-07-07 17:11:56.108","2017-07-07 17:15:04.547",1,2,"0.1406726837158203","0.0011344571267404863","0.0447908609",124,2,124,2,26,0,2
"104.16.22.35->192.168.10.5","0.0015781","2017-07-07 17:54:18.012","2017-07-07 17:54:18.107",1,2,"0.007167816162109375","0.00042163624482996324","4.5419",17,2,17,1,8,0,2
"104.16.22.35->192.168.10.8","3.06474512","2017-07-07 18:05:27.037","2017-07-07 18:08:30.922",1,4,"0.2305898666381836","0.0011587430484330833","0.0752394923",199,2,199,4,45,0,4
"104.16.23.235->192.168.10.15","0.76779222","2017-07-07 17:50:19.432","2017-07-07 17:51:05.499",1,2,"0.0013189315795898438","0.00011990287087180398","0.0017178236",11,2,11,2,1,0,2
"104.16.23.235->192.168.10.17","0.0014401","2017-07-07 18:27:47.002","2017-07-07 18:27:47.089",1,1,"0.0040760040283203125","0.00040760040283203123","2.8303",10,2,10,1,4,0,1
"104.16.23.235->192.168.10.19","3.01708985","2017-07-07 19:56:46.719","2017-07-07 19:59:47.744",1,1,"0.0046672821044921875","0.00031115214029947915","0.00154694833",15,2,15,1,7,0,1
"104.16.23.235->192.168.10.5","5.84192445","2017-07-07 18:27:34.006","2017-07-07 18:33:24.521",1,2,"0.008301734924316406","0.00025156772497928506","0.00142106167",33,2,33,2,15,0,2
"104.16.23.235->192.168.10.8","67.09301300","2017-07-07 17:00:20.553","2017-07-07 18:07:26.134",2,4,"0.008528709411621094","0.00022443972135844983","0.0001271176987",38,3,38,4,6,0,4
"104.16.23.235->192.168.10.9","3.01060395","2017-07-07 19:53:09.564","2017-07-07 19:56:10.200",1,2,"0.008350372314453125","0.00023858206612723215","0.00277365354",35,2,35,2,18,0,2
"104.16.23.35->192.168.10.17","0.00025612","2017-07-07 17:00:03.869","2017-07-07 17:00:03.884",1,1,0,0,"0.0000",2,1,2,1,0,0,0
"104.16.23.35->192.168.10.5","3.04905618","2017-07-07 19:32:28.500","2017-07-07 19:35:31.444",1,1,"0.1371145248413086","0.0013575695528842435","0.0449694976",101,2,101,1,21,0,1
"104.16.24.216->192.168.10.14","9.70861583","2017-07-07 19:22:58.588","2017-07-07 19:32:41.105",1,2,"0.008158683776855469","0.00038850875127883187","0.000840354992",21,2,21,2,4,0,2
"104.16.24.216->192.168.10.15","5.56447786","2017-07-07 19:50:35.749","2017-07-07 19:56:09.618",1,6,"0.014155387878417969","0.0002888854669064892","0.00254388430",49,2,49,6,7,0,6
"104.16.24.216->192.168.10.17","58.66709174","2017-07-07 17:50:32.895","2017-07-07 18:49:12.921",1,3,"0.0060977935791015625","0.0002177783421107701","0.0001039389102",28,2,28,3,3,0,3
"104.16.24.216->192.168.10.19","76.23287282","2017-07-07 17:41:40.752","2017-07-07 18:57:54.724",1,2,"0.008039474487304688","0.0003495423690132473","0.0001054594192",23,2,23,2,4,0,2
"104.16.24.216->192.168.10.5","10.8130663","2017-07-07 19:45:57.034","2017-07-07 19:56:45.818",1,11,"0.022518157958984375","0.00026807330903552825","0.00208249513",84,2,84,11,11,0,11
"104.16.24.216->192.168.10.8","6.01658495","2017-07-07 17:20:29.651","2017-07-07 17:26:30.646",1,6,"0.014344215393066406","0.0002812591253542433","0.00238411250",51,2,51,6,7,0,6
"104.16.24.235->192.168.10.15","3.01069312","2017-07-07 17:12:03.905","2017-07-07 17:15:04.547",1,2,"0.00789642333984375","0.000263214111328125","0.00262279250",30,2,30,2,13,0,2
"104.16.24.235->192.168.10.17","51.35714118","2017-07-07 17:00:03.068","2017-07-07 17:51:24.497",1,2,"0.0010442733764648438","0.00008702278137207031","0.00002033355737",12,2,12,2,1,0,1
"104.16.24.235->192.168.10.19","3.02083077","2017-07-07 19:55:45.726","2017-07-07 19:58:46.976",1,1,"0.005225181579589844","0.00030736362232881435","0.00172971675",17,2,17,1,10,0,1
"104.16.24.235->192.168.10.8","3.00584753","2017-07-07 17:41:29.052","2017-07-07 17:44:29.403",1,2,"0.009022712707519531","0.0003111280243972252","0.00300172002",29,2,29,2,14,0,2
"104.16.25.216->192.168.10.12","66.25784777","2017-07-07 18:21:36.139","2017-07-07 19:27:51.610",1,5,"0.010239601135253906","0.0002694631877698396","0.0001545417106",38,2,38,5,5,0,5
"104.16.25.216->192.168.10.14","0.83736345","2017-07-07 19:58:54.639","2017-07-07 19:59:44.881",1,1,"0.004039764404296875","0.00036725130948153407","0.0048243859",11,2,11,1,2,0,1
"104.16.25.216->192.168.10.16","13.6591429","2017-07-07 18:18:11.431","2017-07-07 18:31:50.980",1,9,"0.010264396667480469","0.00017697235633587014","0.000751467113",58,2,58,9,5,0,9
"104.16.25.216->192.168.10.17","0.90696000","2017-07-07 17:06:09.976","2017-07-07 17:07:04.394",1,2,"0.008197784423828125","0.0004554324679904514","0.0090387497",18,2,18,2,4,0,2
"104.16.25.216->192.168.10.19","24.03874439","2017-07-07 17:33:56.785","2017-07-07 17:57:59.110",1,4,"0.016226768493652344","0.00038635163080124625","0.0006750256267",42,2,42,4,8,0,4
"104.16.25.216->192.168.10.5","9.74835042","2017-07-07 19:19:00.449","2017-07-07 19:28:45.350",1,8,"0.014369010925292969","0.00024354255805581303","0.00147399409",59,2,59,8,7,0,8
"104.16.25.216->192.168.10.8","39.24950052","2017-07-07 18:29:53.971","2017-07-07 19:09:08.941",1,4,"0.00811004638671875","0.00025343894958496094","0.0002066280151",32,2,32,4,4,0,4
"104.16.25.216->192.168.10.9","25.44708235","2017-07-07 18:12:08.328","2017-07-07 18:37:35.153",1,9,"0.014334678649902344","0.00019371187364732896","0.0005633132496",74,2,74,9,7,0,9
"104.16.25.235->192.168.10.12","3.00352083","2017-07-07 17:23:45.689","2017-07-07 17:26:45.900",1,1,"0.003996849060058594","0.00026645660400390623","0.00133072127",15,2,15,1,8,0,1
"104.16.25.235->192.168.10.15","169.03638879","2017-07-07 17:12:03.905","2017-07-07 20:01:06.089",2,5,"0.009169578552246094","0.00019103288650512695","0.000054246181062",48,3,48,5,8,0,5
"104.16.25.235->192.168.10.17","51.35615404","2017-07-07 17:00:03.099","2017-07-07 17:51:24.468",1,2,"0.0013322830200195312","0.00012111663818359375","0.00002594203256",11,2,11,2,1,0,1
"104.16.25.235->192.168.10.5","3.01509383","2017-07-07 19:32:30.538","2017-07-07 19:35:31.444",1,1,"0.00406646728515625","0.0002541542053222656","0.00134870339",16,2,16,1,9,0,1
"104.16.25.235->192.168.10.8","3.03047540","2017-07-07 18:05:29.092","2017-07-07 18:08:30.921",1,2,"0.0078887939453125","0.00027202737742456896","0.00260315393",29,2,29,2,13,0,2
"104.16.25.235->192.168.10.9","3.04957618","2017-07-07 18:28:24.156","2017-07-07 18:31:27.131",1,1,"0.0045928955078125","0.00021870930989583334","0.00150607666",21,2,21,1,13,0,1
"104.16.250.39->192.168.10.15","2.04378399","2017-07-07 18:59:33.431","2017-07-07 19:01:36.058",1,6,"0.26990413665771484","0.0007961773942705453","0.132060990",339,2,339,5,155,1,6
"104.16.251.39->192.168.10.15","2.22627160","2017-07-07 18:59:35.800","2017-07-07 19:01:49.376",1,6,"1.1016311645507812","0.0012092548458296172","0.494832330",911,2,911,6,254,0,6
"104.16.251.39->192.168.10.16","2.05634172","2017-07-07 17:52:57.105","2017-07-07 17:55:00.485",1,12,"1.391204833984375","0.001094575007068745","0.676543603",1271,2,1271,11,402,1,12
"104.16.254.60->192.168.10.16","0.00301228","2017-07-07 18:26:14.106","2017-07-07 18:26:14.287",1,1,"0.0036649703979492188","0.00040721893310546875","1.21668",9,2,9,1,4,0,1
"104.16.26.216->192.168.10.14","0.76724572","2017-07-07 18:58:18.429","2017-07-07 18:59:04.463",1,1,"0.0020494461059570312","0.00020494461059570313","0.0026711731",10,2,10,1,1,0,1
"104.16.26.216->192.168.10.15","19.95298231","2017-07-07 17:55:39.433","2017-07-07 18:15:36.612",1,6,"0.024221420288085938","0.0003844669886997768","0.001213924811",63,2,63,6,12,0,6
"104.16.26.216->192.168.10.16","0.17013721","2017-07-07 19:13:38.628","2017-07-07 19:13:48.836",1,3,"0.026625633239746094","0.0008588913948305192","0.15649506",31,2,31,3,13,0,3
"104.16.26.216->192.168.10.17","0.79581589","2017-07-07 17:37:02.969","2017-07-07 17:37:50.718",1,1,"0.006083488464355469","0.0005530444058504971","0.0076443416",11,2,11,1,3,0,1
"104.16.26.216->192.168.10.19","0.79610117","2017-07-07 17:14:46.419","2017-07-07 17:15:34.185",1,1,"0.0040988922119140625","0.00040988922119140626","0.0051487077",10,2,10,1,2,0,1
"104.16.26.216->192.168.10.5","24.39329580","2017-07-07 18:45:42.679","2017-07-07 19:10:06.276",1,5,"0.0061187744140625","0.00021852765764508928","0.0002508383641",28,2,28,4,3,0,5
"104.16.26.235->192.168.10.15","18.68842623","2017-07-07 17:50:22.654","2017-07-07 18:09:03.959",2,4,"0.011008262634277344","0.00022933880488077799","0.0005890417148",48,3,48,4,17,0,4
"104.16.26.235->192.168.10.19","4.01696283","2017-07-07 19:55:45.726","2017-07-07 19:59:46.744",1,1,"0.0053806304931640625","0.00028319107858758226","0.00133947729",19,2,19,1,11,0,1
"104.16.26.235->192.168.10.5","100.1426468","2017-07-07 17:54:17.884","2017-07-07 19:34:26.442",1,3,"0.012289047241210938","0.00025602181752522785","0.0001227154228",48,2,48,3,16,0,3
"104.16.26.35->192.168.10.50","7.64462787","2017-07-07 19:00:40.102","2017-07-07 19:08:18.780",10000,1,"0.19077301025390625","0.0000024771533410450997","0.0249551729",77013,2,67012,0,10002,10001,10000
"104.16.27.216->192.168.10.12","81.75330681","2017-07-07 17:39:05.909","2017-07-07 19:00:51.107",1,12,"0.024286270141601562","0.00021303745738246986","0.0002970677406",114,2,114,12,12,0,12
"104.16.27.216->192.168.10.15","0.76725850","2017-07-07 17:29:41.071","2017-07-07 17:30:27.107",1,2,"0.0020494461059570312","0.00015764970045823319","0.0026711286",13,2,13,2,1,0,2
"104.16.27.216->192.168.10.16","12.3076750","2017-07-07 17:53:10.158","2017-07-07 18:05:28.619",1,6,"0.012132644653320312","0.0002637531446373981","0.000985778766",46,2,46,6,6,0,6
"104.16.27.216->192.168.10.8","0.76900485","2017-07-07 18:27:28.958","2017-07-07 18:28:15.098",1,5,"0.0099945068359375","0.00024376845941310977","0.012996676",41,2,41,5,5,0,5
"104.16.27.216->192.168.10.9","132.3119738","2017-07-07 17:19:58.592","2017-07-07 19:32:17.311",1,10,"0.045006752014160156","0.00040184600012643","0.0003401563042",112,2,112,10,22,0,10
"104.16.27.235->192.168.10.14","3.00636933","2017-07-07 19:40:59.153","2017-07-07 19:43:59.535",1,2,"0.007760047912597656","0.00033739338750424594","0.00258120246",23,2,23,2,11,0,2
"104.16.27.235->192.168.10.5","80.99452972","2017-07-07 17:54:17.856","2017-07-07 19:15:17.527",2,4,"0.008894920349121094","0.00024708112080891925","0.0001098212482",36,3,36,4,6,0,4
"104.16.27.235->192.168.10.8","0.76763387","2017-07-07 19:35:24.260","2017-07-07 19:36:10.318",1,1,"0.0008869171142578125","0.00008869171142578125","0.0011553908",10,2,10,1,2,0,1
"104.16.27.35->192.168.10.5","98.36048692","2017-07-07 17:54:09.208","2017-07-07 19:32:30.837",1,4,"0.2301645278930664","0.001230826352369339","0.002340010050",187,2,187,3,48,0,4
"104.16.28.216->192.168.10.15","43.50049622","2017-07-07 18:59:43.696","2017-07-07 19:43:13.726",1,5,"0.008179664611816406","0.00031460248506986175","0.0001880361220",26,2,26,3,4,0,5
"104.16.28.216->192.168.10.16","0.76764880","2017-07-07 17:34:56.770","2017-07-07 17:35:42.829",1,6,"0.010099411010742188","0.00020198822021484376","0.013156291",50,2,50,6,5,0,6
"104.16.28.216->192.168.10.17","162.5813798","2017-07-07 17:14:06.019","2017-07-07 19:56:40.902",1,3,"0.006083488464355469","0.00026449949845023775","0.00003741811315",23,2,23,3,3,0,3
"104.16.28.216->192.168.10.25","0.00077426","2017-07-07 17:24:39.952","2017-07-07 17:24:39.998",1,1,"0.0020151138305664062","0.00028787340436662944","2.6026",7,2,7,1,1,0,1
"104.16.28.216->192.168.10.5","14.6508344","2017-07-07 18:16:37.603","2017-07-07 18:31:16.654",1,11,"0.03252601623535156","0.00034602144931225067","0.00222007944",94,2,94,11,16,0,11
"104.16.28.216->192.168.10.8","5.68893503","2017-07-07 18:05:32.987","2017-07-07 18:11:14.323",1,5,"0.006154060363769531","0.00019231438636779785","0.00108175965",32,2,32,5,3,0,5
"104.16.28.216->192.168.10.9","6.27526416","2017-07-07 19:36:55.518","2017-07-07 19:43:12.033",1,8,"0.02644062042236328","0.0003888326532700483","0.00421346731",68,2,68,8,13,0,8
"104.16.28.27->192.168.10.19","3.15045580","2017-07-07 18:14:23.416","2017-07-07 18:17:32.443",1,1,"0.8725576400756836","0.0012500825789049908","0.276962349",698,2,698,1,134,0,1
"104.16.3.9->192.168.10.19","3.00264643","2017-07-07 17:45:31.195","2017-07-07 17:48:31.353",1,1,"0.007901191711425781","0.000464775983025046","0.00263140929",17,2,17,1,11,0,1
"104.16.32.229->192.168.10.12","1.92827745","2017-07-07 19:00:04.848","2017-07-07 19:02:00.545",1,1,"0.03540515899658203","0.0008046627044677734","0.0183610294",44,2,44,1,14,0,1
"104.16.37.83->192.168.10.15","0.76909982","2017-07-07 17:50:22.632","2017-07-07 17:51:08.778",1,2,"0.0003223419189453125","0.000026861826578776043","0.00041911584",12,2,12,2,1,0,2
"104.16.38.14->192.168.10.15","22.35882427","2017-07-07 17:55:46.101","2017-07-07 18:18:07.630",1,3,"0.33028507232666016","0.00123702274279648","0.01477202327",267,2,267,2,54,0,3
