,src,dst,start,finish,total_duration,total_bytes,total_packets,src_ports,dst_ports,pps,bps,bpp,num_protocols,flag_ack,flag_fin,flag_psh,flag_rst,flag_syn,cluster,x,y
36312,192.168.10.25,192.82.243.71,2017-07-03 14:33:13.490,2017-07-03 14:33:13.633,0.143214,1740,9,80,61047,62.843,12149.7,193.33333333333331,2,1,1,1,0,1,2,-0.4540560323990942,-1.7436020393603302
21268,178.255.83.1,192.168.10.12,2017-07-03 14:00:32.882,2017-07-03 14:00:32.961,0.079413,1298,10,80,42334,125.92,16345.0,129.8,2,1,1,1,0,1,2,-0.7126020083874074,-1.3639989661708616
44503,192.168.10.25,93.184.216.180,2017-07-03 14:22:56.936,2017-07-03 14:22:57.009,0.07311000000000001,1145,10,80,59369,136.8,15661.0,114.5,2,1,1,1,0,1,2,-0.5500193811228229,-1.6735504951128939
1182,104.16.28.216,192.168.10.16,2017-07-03 13:00:47.284,2017-07-03 13:00:47.326,0.04135,2608,8,80,49912,193.5,63071.0,326.0,2,1,0,1,0,1,3,-0.7898972888331199,-1.7125629852195974
20701,173.241.242.220,192.168.10.8,2017-07-03 14:04:03.060,2017-07-03 14:04:03.777,0.717434,1747,7,80,50534,9.757,2435.07,249.57142857142856,2,1,0,1,0,1,3,-0.7483275117088403,-1.5825777733689756
33951,192.168.10.16,72.21.91.29,2017-07-03 12:20:22.126,2017-07-03 12:20:22.177,0.050716000000000004,1233,7,80,49060,138.02,24312.0,176.14285714285714,2,1,0,1,0,1,3,-0.9342881553436416,-1.58629540264692
44524,192.168.10.25,98.139.225.43,2017-07-03 14:44:05.021,2017-07-03 14:44:05.073,0.051954999999999994,814,7,80,63013,134.73,15667.0,116.28571428571428,2,1,0,1,0,1,3,-0.8389762773594185,-1.8052235900007423
212,104.16.23.35,192.168.10.12,2017-07-03 14:48:15.607,2017-07-03 14:48:15.665,0.057988,1066,7,80,55396,120.71,18383.0,152.28571428571428,2,1,0,1,0,1,3,-0.8867186025871729,-1.6841600530219676
41978,192.168.10.25,54.183.42.224,2017-07-03 14:37:42.963,2017-07-03 14:37:43.551,0.587854,2319,24,62106,443,40.8265,3944.86,96.625,2,1,1,1,1,1,4,-0.9882957644166271,1.0454030422512084
37495,192.168.10.25,23.194.182.12,2017-07-03 14:42:37.738,2017-07-03 14:42:37.841,0.10288299999999999,1192,21,62512,443,204.115,11586.0,56.76190476190475,2,1,1,1,1,1,4,-1.135733041407862,0.9934732575878817
41902,192.168.10.25,54.183.241.190,2017-07-03 14:38:16.402,2017-07-03 14:38:16.786,0.38307399999999997,2015,21,62152,443,54.8197,5260.08,95.95238095238096,2,1,1,1,1,1,4,-1.0382808627789244,1.00106561031778
38557,192.168.10.25,31.13.80.8,2017-07-03 14:10:27.811,2017-07-03 14:10:28.143,0.33255,4075,29,57124,443,87.205,12254.0,140.51724137931035,2,1,1,1,1,1,4,-0.9049647004430054,0.95624939913769
37516,192.168.10.25,23.194.182.12,2017-07-03 14:43:57.905,2017-07-03 14:43:58.012,0.107098,1192,19,62939,443,177.408,11130.0,62.73684210526316,2,1,1,1,1,1,4,-1.1391757516941514,0.9814865224814298
10958,162.208.20.178,192.168.10.5,2017-07-03 12:30:50.106,2017-07-03 12:30:50.456,0.350269,4114,12,50598,443,34.2594,11745.3,342.8333333333333,3,1,1,1,0,1,5,-1.394873163807779,1.256736486582497
4918,125.212.216.123,192.168.10.8,2017-07-03 14:09:36.416,2017-07-03 14:09:37.501,1.085377,2706,14,51538,443,12.89874,2493.143,193.28571428571428,3,1,1,1,0,1,5,-1.4185870091978778,1.4243002299509357
4883,125.212.216.123,192.168.10.8,2017-07-03 14:09:32.589,2017-07-03 14:09:33.614,1.02544,4371,16,51502,443,15.6031,4262.56,273.1875,3,1,1,1,0,1,5,-1.3224688911585067,1.4054156784892426
18603,172.217.6.195,192.168.10.15,2017-07-03 13:52:31.739,2017-07-03 13:52:32.041,0.30162,4623,30,51204,443,99.463,15327.0,154.1,3,1,1,1,0,1,5,-1.4673327969525256,1.5455653418641813
11100,162.208.20.178,192.168.10.5,2017-07-03 12:30:54.463,2017-07-03 12:30:54.819,0.355806,2650,14,50740,443,39.3473,7447.88,189.28571428571428,3,1,1,1,0,1,5,-1.5319834576545515,1.3597808623929686
20850,176.9.124.131,192.168.10.16,2017-07-03 14:30:03.463,2017-07-03 14:30:03.819,0.356731,4983,15,443,40194,42.0485,13968.5,332.2,3,1,0,1,0,1,6,-0.9396584124710163,-0.48642222373813576
22917,191.237.24.89,192.168.10.16,2017-07-03 12:07:00.668,2017-07-03 12:07:00.871,0.20372200000000001,3127,12,443,34414,58.9038,15349.3,260.5833333333333,3,1,0,1,0,1,6,-1.132311753143279,-0.39383420435511957
8236,151.101.208.166,192.168.10.12,2017-07-03 13:21:03.484,2017-07-03 13:21:03.597,0.112419,728,8,443,39302,71.1623,6475.77,91.0,3,1,0,1,0,1,6,-1.286152143053044,-0.44207298665867917
23413,192.168.10.12,204.154.111.108,2017-07-03 13:57:10.458,2017-07-03 13:57:10.572,0.113325,5252,11,443,39208,97.066,46344.6,477.45454545454544,3,1,0,1,0,1,6,-0.8985916551261623,-0.6405303543194156
20631,173.241.242.220,192.168.10.12,2017-07-03 13:22:41.599,2017-07-03 13:22:42.066,0.466983,6110,17,443,40798,36.4039,13084.0,359.4117647058823,3,1,0,1,0,1,6,-0.8607444376454514,-0.47650738952439303
52388,192.168.10.51,23.61.187.27,2017-07-03 12:50:23.606,2017-07-03 12:50:23.644,0.037252,0,3,80,37386,80.533,0.0,0.0,1,1,0,0,0,1,7,-1.3805798533917926,-2.321284662194404
12203,162.208.20.178,192.168.10.9,2017-07-03 12:53:48.553,2017-07-03 12:53:48.638,0.085297,0,3,80,64373,35.171,0.0,0.0,1,1,0,0,0,1,7,-1.0903548726470609,-2.818515748701138
51666,192.168.10.51,212.95.74.42,2017-07-03 13:24:58.870,2017-07-03 13:24:58.987,0.11760899999999999,0,3,80,37746,25.5083,0.0,0.0,1,1,0,0,0,1,7,-1.3635939818855236,-2.3207016584948414
26023,192.168.10.12,54.76.80.15,2017-07-03 13:06:29.905,2017-07-03 13:06:30.009,0.103367,0,3,80,54062,29.0228,0.0,0.0,1,1,0,0,0,1,7,-1.1952675019760113,-2.6253021993920562
52387,192.168.10.51,23.61.187.27,2017-07-03 12:50:23.606,2017-07-03 12:50:23.644,0.037293,0,3,80,37385,80.444,0.0,0.0,1,1,0,0,0,1,7,-1.3805827628441403,-2.321259603989872
18633,104.97.137.26,192.168.10.50,2017-07-07 19:08:42.810,2017-07-07 19:08:43.305,0.49420699999999995,11615,13,80,31037,26.3048,23502.3,893.4615384615386,2,1,1,1,0,1,8,0.03953797147637596,-1.4560381428434814
20564,104.97.137.26,192.168.10.50,2017-07-07 19:09:56.108,2017-07-07 19:09:56.830,0.722318,11615,13,80,32992,17.9976,16080.2,893.4615384615386,2,1,1,1,0,1,8,0.09621717042872711,-1.4703612434984303
19064,104.97.137.26,192.168.10.50,2017-07-07 19:08:58.873,2017-07-07 19:09:00.060,1.186726,11615,10,80,31473,8.426544999999999,9787.431999999999,1161.5,2,1,1,1,0,1,8,0.3231965642072506,-1.5919139777359441
12362,104.16.26.35,192.168.10.50,2017-07-07 19:04:54.199,2017-07-07 19:04:55.396,1.1968459999999999,11615,13,80,26270,10.861880000000001,9704.674,893.4615384615386,2,1,1,1,0,1,8,0.10040042926123816,-1.309665427831861
18455,104.97.137.26,192.168.10.50,2017-07-07 19:08:34.920,2017-07-07 19:08:36.711,1.791339,11615,12,80,30859,6.6989,6483.977,967.9166666666665,2,1,1,1,0,1,8,0.28791903745791736,-1.408732921074929
28119,107.22.224.100,192.168.10.50,2017-07-07 19:14:12.318,2017-07-07 19:14:15.663,3.344898,11615,12,80,39995,3.5875529999999998,3472.453,967.9166666666665,2,1,1,1,1,1,9,1.0559128373703117,-1.3157698692622752
21608,104.97.137.26,192.168.10.50,2017-07-07 19:10:34.437,2017-07-07 19:10:38.427,3.9899129999999996,11615,14,80,34041,3.5088480000000004,2911.091,829.6428571428571,2,1,1,1,1,1,9,1.0076740721249275,-1.066086696793897
30967,13.58.146.190,192.168.10.50,2017-07-07 19:15:09.147,2017-07-07 19:15:12.484,3.3369489999999997,11615,12,80,41534,3.5960989999999997,3480.724,967.9166666666665,2,1,1,1,1,1,9,1.0707661558788963,-1.3448910569434362
30644,13.58.146.190,192.168.10.50,2017-07-07 19:14:57.116,2017-07-07 19:15:01.033,3.916907,11615,11,80,41211,2.808338,2965.35,1055.909090909091,2,1,1,1,1,1,9,1.2134057225412564,-1.3643987573413927
27548,107.22.224.100,192.168.10.50,2017-07-07 19:13:50.866,2017-07-07 19:13:53.545,2.678943,11615,14,80,39418,5.225942,4335.665,829.6428571428571,2,1,1,1,1,1,9,0.8598199544928219,-1.246230998957282
