,src,dst,start,finish,total_duration,total_bytes,total_packets,src_ports,dst_ports,pps,bps,bpp,num_protocols,flag_ack,flag_fin,flag_psh,flag_rst,flag_syn,cluster,x,y
59366,192.168.10.12,212.42.76.247,2017-07-07 17:42:57.731,2017-07-07 17:43:00.909,3.177495,21619,94,443,42858,29.58305,6803.786999999999,229.9893617021277,3,1,0,1,0,1,2,-0.6551711490086685,-1.0079649485575937
76188,192.168.10.50,192.168.10.9,2017-07-07 18:42:55.329,2017-07-07 18:42:56.788,1.459275,4085,79,9340,22,54.136469999999996,2799.335,51.708860759493675,3,1,1,1,0,1,2,-1.7473111416896705,-1.6637711907170758
41977,151.101.0.67,192.168.10.25,2017-07-07 18:06:08.393,2017-07-07 18:06:09.234,0.841456,15782,154,53118,443,183.016,18755.6,102.48051948051949,2,1,0,1,0,1,2,-1.7116495297458512,-2.246076290131216
71787,192.168.10.19,23.208.104.120,2017-07-07 19:28:39.907,2017-07-07 19:28:40.283,0.37598899999999996,19047,50,56455,443,132.983,50658.4,380.94,3,1,0,1,0,1,2,-2.0428481342604474,-2.352389573582885
67768,192.168.10.16,209.204.228.173,2017-07-07 17:02:03.402,2017-07-07 17:02:04.577,1.174499,736,14,55100,443,11.91998,626.6502,52.57142857142857,3,1,1,1,0,1,2,-2.3454556374379787,-2.2523614277965893
71470,192.168.10.19,192.168.10.3,2017-07-07 18:50:43.245,2017-07-07 18:50:43.246,0.001206,3150,19,88,40391,15755.0,2611940.0,165.78947368421052,2,1,1,1,1,1,3,-1.8962329934654303,4.137227259523717
73756,192.168.10.3,192.168.10.50,2017-07-07 17:10:56.416,2017-07-07 17:10:56.416,4.9e-05,0,3,56422,3268,61224.0,0.0,0.0,1,1,0,0,0,1,3,-4.827895020334597,4.762075729184868
73818,192.168.10.3,192.168.10.8,2017-07-07 20:01:51.308,2017-07-07 20:01:51.309,0.000867,5166,18,88,10397,20761.0,5958478.0,287.0,2,1,1,1,1,1,3,-2.951401161353058,7.035388449798476
73819,192.168.10.3,192.168.10.8,2017-07-07 17:13:49.372,2017-07-07 17:13:49.372,0.00011,0,3,88,6073,27273.0,0.0,0.0,1,1,0,0,0,1,3,-3.121570091119037,3.616336839684375
72859,192.168.10.25,192.168.10.3,2017-07-07 19:27:06.776,2017-07-07 19:27:06.777,0.000128,0,3,53738,3268,23437.0,0.0,0.0,1,1,0,0,0,1,3,-3.4255966490989493,1.9554898073598959
50141,169.54.33.166,192.168.10.50,2017-07-07 19:03:39.677,2017-07-07 19:03:39.978,0.300729,36240,38,80,63290,126.36,120507.0,953.6842105263157,2,4,3,4,0,4,4,3.4183709777671676,0.470340542207551
28119,107.22.224.100,192.168.10.50,2017-07-07 19:14:12.318,2017-07-07 19:14:15.663,3.344898,11615,12,80,39995,3.5875529999999998,3472.453,967.9166666666665,2,1,1,1,1,1,4,0.1646513775233967,1.1058744348796516
22197,104.97.137.26,192.168.10.50,2017-07-07 19:10:56.532,2017-07-07 19:10:56.622,0.09001,11615,12,80,34634,133.3,129041.0,967.9166666666665,2,1,1,1,0,1,4,-0.66769509263481,1.423366240447804
44490,151.101.192.194,192.168.10.50,2017-07-07 19:01:26.975,2017-07-07 19:01:35.149,8.173480999999999,46460,48,80,59616,5.872651,5684.236999999999,967.9166666666665,2,4,4,4,1,4,4,5.21201948837047,-0.3540068110452565
57484,178.255.83.1,192.168.10.16,2017-07-07 18:04:41.293,2017-07-07 18:04:41.488,0.195948,1298,11,80,33900,56.1373,6624.21,118.0,2,1,1,1,0,1,4,-1.34280677797648,0.7678171433494902
53988,172.217.11.33,192.168.10.17,2017-07-07 17:22:15.820,2017-07-07 17:22:16.155,0.335702,12809,325,443,33519,968.1210000000001,38155.9,39.412307692307685,3,1,0,1,0,1,6,-0.9420490654625095,-2.7722138961915648
64300,192.168.10.15,23.208.94.86,2017-07-07 20:00:16.747,2017-07-07 20:00:19.048,2.301141,39257,296,80,61277,128.6318,17059.8,132.625,3,1,0,1,0,1,6,0.2742420301987869,-2.4436588100108056
6136,104.16.251.39,192.168.10.16,2017-07-07 17:52:59.422,2017-07-07 17:53:03.783,4.361448,28499,300,443,41512,68.7845,6534.298000000001,94.99666666666668,3,1,0,1,0,1,6,0.016012284485302397,-2.8301231604165635
54877,172.217.12.198,192.168.10.15,2017-07-07 18:16:08.057,2017-07-07 18:16:12.696,4.638476,43064,523,57888,443,112.7526,9284.084,82.34034416826003,3,1,0,1,0,1,6,-0.0817917051901692,-6.6980556073857365
60070,192.168.10.12,52.84.145.117,2017-07-07 17:39:06.134,2017-07-07 17:39:07.492,1.358219,20981,285,443,38794,209.8336,15447.44,73.61754385964912,3,1,0,1,0,1,6,-0.6045051599174281,-2.547943795884412
