,src,dst,start,finish,total_duration,total_bytes,total_packets,src_ports,dst_ports,pps,bps,bpp,num_protocols,flag_ack,flag_fin,flag_psh,flag_rst,flag_syn,cluster,x,y
51666,192.168.10.51,212.95.74.42,2017-07-03 13:24:58.870,2017-07-03 13:24:58.987,0.11760899999999999,0,3,80,37746,25.5083,0.0,0.0,1,1,0,0,0,1,3,-1.3395102656837443,2.3022219489648457
4097,107.20.235.219,192.168.10.9,2017-07-03 12:53:25.977,2017-07-03 12:53:29.026,3.049484,0,7,80,64257,2.29547,0.0,0.0,1,1,1,0,0,1,3,-0.32971042444834014,2.5589513163019717
26023,192.168.10.12,54.76.80.15,2017-07-03 13:06:29.905,2017-07-03 13:06:30.009,0.103367,0,3,80,54062,29.0228,0.0,0.0,1,1,0,0,0,1,3,-1.1751894060233994,2.609479962469723
50141,169.54.33.166,192.168.10.50,2017-07-07 19:03:39.677,2017-07-07 19:03:39.978,0.300729,36240,38,80,63290,126.36,120507.0,953.6842105263157,2,4,3,4,0,4,4,4.921568353971175,0.5434798230422856
47459,162.242.240.67,192.168.10.50,2017-07-07 19:02:13.022,2017-07-07 19:02:22.178,9.156692,56615,68,80,60865,7.4262630000000005,6182.91,832.5735294117646,2,5,5,5,3,5,4,9.663285326682537,-1.488944442900579
44490,151.101.192.194,192.168.10.50,2017-07-07 19:01:26.975,2017-07-07 19:01:35.149,8.173480999999999,46460,48,80,59616,5.872651,5684.236999999999,967.9166666666665,2,4,4,4,1,4,4,7.068847641827921,-0.482435654198029
37447,146.20.128.189,192.168.10.50,2017-07-07 18:57:40.508,2017-07-07 18:57:43.082,2.5744439999999997,31945,42,80,53293,16.3142,12408.5,760.5952380952382,2,4,3,4,0,4,4,4.924007547821381,0.012825309724975248
44636,151.101.192.194,192.168.10.50,2017-07-07 19:01:32.914,2017-07-07 19:01:39.607,6.6932339999999995,46460,49,80,59762,7.320825999999999,6941.338000000001,948.1632653061224,2,4,4,4,2,4,4,7.260101980643053,-0.5573977187040704
37299,146.20.128.189,192.168.10.50,2017-07-07 18:58:45.684,2017-07-07 18:58:49.119,3.4355330000000004,60,26,80,53145,7.5679669999999994,17.46454,2.3076923076923075,2,3,0,3,2,3,5,2.5026101083428256,0.1944824557950113
47529,162.242.240.67,192.168.10.50,2017-07-07 19:03:33.676,2017-07-07 19:03:36.274,2.5979900000000002,60,25,80,60935,9.622824000000001,23.09478,2.4,2,3,0,3,1,3,5,2.039194910615787,0.547532743141492
46706,162.242.240.67,192.168.10.50,2017-07-07 19:03:04.597,2017-07-07 19:03:07.781,3.183973,60,24,80,60112,7.537752,18.844379999999997,2.5,2,3,0,3,1,3,5,2.1151764046002137,0.5030438674298097
43018,151.101.192.194,192.168.10.50,2017-07-07 19:01:53.128,2017-07-07 19:01:57.872,4.74392,60,25,80,58144,5.269903,12.64777,2.4,2,3,0,3,1,3,5,2.3253034983837755,0.3689633279227368
38542,146.20.128.189,192.168.10.50,2017-07-07 18:59:32.528,2017-07-07 18:59:36.478,3.9499660000000003,60,25,80,54388,6.329168,15.19,2.4,2,3,0,3,1,3,5,2.1705999188300713,0.3451570571989607
32617,13.58.146.190,192.168.10.50,2017-07-07 17:55:34.002,2017-07-07 17:55:34.003,0.000877,0,4,80,43214,4561.0,0.0,0.0,1,1,0,0,1,1,6,-0.9691403448335696,2.8304158601556386
29254,13.58.146.190,192.168.10.50,2017-07-07 17:54:28.323,2017-07-07 17:54:28.323,0.0007469999999999999,0,4,445,40492,5355.0,0.0,0.0,1,1,0,0,1,1,6,-1.0148375693835225,2.872896107705164
23144,107.22.224.100,192.168.10.50,2017-07-07 18:23:38.273,2017-07-07 18:23:38.274,0.000713,0,3,445,36114,4208.0,0.0,0.0,1,1,0,0,1,1,6,-1.0387441334461687,2.6505086366596315
32647,13.58.146.190,192.168.10.50,2017-07-07 17:54:23.049,2017-07-07 17:54:23.050,0.0007610000000000001,0,4,80,47980,5256.0,0.0,0.0,1,1,0,0,1,1,6,-0.9340878875248608,3.008129462070807
17598,104.97.137.26,192.168.10.50,2017-07-07 17:51:52.290,2017-07-07 17:51:52.291,0.00047000000000000004,0,3,445,34025,6383.0,0.0,0.0,1,1,0,0,1,1,6,-1.102528381433982,2.8877727532065163
35860,192.168.10.25,192.168.10.3,2017-07-03 11:59:05.089,2017-07-03 11:59:05.091,0.001974,0,15,49154,389,7599.0,0.0,0.0,1,1,1,0,1,1,7,-1.4693389248872684,1.3152595151630264
35968,192.168.10.25,192.168.10.3,2017-07-03 14:10:54.093,2017-07-03 14:10:54.094,0.001544,0,15,57161,389,9715.0,0.0,0.0,1,1,1,0,1,1,7,-1.5636408463454248,1.4220475495550728
46555,162.242.240.67,192.168.10.50,2017-07-07 17:55:39.262,2017-07-07 17:55:39.263,0.0013039999999999998,0,4,60690,22,3067.0,0.0,0.0,1,1,0,0,1,1,7,-1.7814871287569312,0.6030053433526735
42336,151.101.192.194,192.168.10.50,2017-07-07 17:54:34.909,2017-07-07 17:54:34.910,0.00047699999999999994,0,4,58228,139,8386.0,0.0,0.0,1,1,0,0,1,1,7,-1.8679046326090525,1.331113188173339
29353,13.58.146.190,192.168.10.50,2017-07-07 18:22:15.969,2017-07-07 18:22:15.970,0.000607,0,3,46785,21,4942.0,0.0,0.0,1,1,0,0,1,1,7,-1.7278262890646146,1.1284268263165935
23158,192.168.10.12,192.168.10.25,2017-07-03 14:43:54.790,2017-07-03 14:43:54.835,0.04503,2387,78,62912,139,1732.0,53009.0,30.602564102564106,6,1,1,1,0,1,8,-2.3211036167591073,-4.46802555229192
23160,192.168.10.12,192.168.10.25,2017-07-03 14:49:54.843,2017-07-03 14:49:54.890,0.047345,2387,78,63908,139,1647.5,50417.0,30.602564102564106,6,1,1,1,0,1,8,-2.325513118067561,-4.502227067447856
23151,192.168.10.12,192.168.10.25,2017-07-03 14:22:54.455,2017-07-03 14:22:54.502,0.047579,2387,78,59361,139,1639.4,50169.0,30.602564102564106,6,1,1,1,0,1,8,-2.295230072934334,-4.411482659168007
23145,192.168.10.12,192.168.10.25,2017-07-03 14:04:54.413,2017-07-03 14:04:54.462,0.048819,2387,78,56535,139,1597.7,48895.0,30.602564102564106,6,1,1,1,0,1,8,-2.275451093530694,-4.361171311549427
23106,192.168.10.12,192.168.10.25,2017-07-03 12:04:16.142,2017-07-03 12:04:16.190,0.047542,2301,78,49165,139,1640.7,48399.0,29.5,6,1,1,1,0,1,8,-2.2307417535117406,-4.206636445686318
29887,192.168.10.15,192.168.10.3,2017-07-03 12:21:14.342,2017-07-03 12:21:14.343,0.001259,3166,19,88,49421,15091.0,2514694.0,166.6315789473684,2,1,1,1,1,1,9,-0.6215330237253525,6.2145863711819365
31482,192.168.10.16,192.168.10.3,2017-07-03 12:04:34.144,2017-07-03 12:04:34.146,0.001193,3109,19,88,38258,15926.0,2606035.0,163.6315789473684,2,1,1,1,1,1,9,-0.761975329785048,6.221794917657247
34384,192.168.10.17,192.168.10.3,2017-07-03 12:23:57.409,2017-07-03 12:23:57.410,0.001274,3135,19,88,51125,14914.0,2460754.0,165.0,2,1,1,1,1,1,9,-0.598670683813357,6.157982577649874
34376,192.168.10.17,192.168.10.3,2017-07-03 12:20:26.180,2017-07-03 12:20:26.181,0.0012380000000000002,3151,19,88,35540,15347.0,2545234.0,165.8421052631579,2,1,1,1,1,1,9,-0.7713341899314551,6.023784161101052
44728,192.168.10.3,192.168.10.50,2017-07-03 12:47:38.493,2017-07-03 12:47:38.495,0.0012929999999999999,3229,19,88,50678,14695.0,2497293.0,169.94736842105263,2,1,1,1,1,1,9,-0.5957770762060598,6.1674802858413065
