"tcp_stream","flow_id","flow_start","flow_finish","src_ip","src_port","dst_ip","dst_port",protocol,"total_duration","start_time","finish_time","total_packets","total_bytes",pps,bps,bpp,"total_http_errors","total_failures","flag_ack","flag_fin","flag_psh","flag_rst","flag_syn","first_flag","last_flag"
152237,"192.168.10.3:49666->192.168.10.5:54175","2017-07-07 18:00:53.146","2017-07-07 18:00:53.147","192.168.10.3",49666,"192.168.10.5",54175,DCERPC,"0.000377","1499450453.146674","1499450453.147051",2,389,5303,1031343,"194.5",0,0,2,0,2,0,0,,
152237,"192.168.10.5:54175->192.168.10.3:49666","2017-07-07 18:00:53.146","2017-07-07 18:00:53.146","192.168.10.5",54175,"192.168.10.3",49666,DCERPC,"0.000671","1499450453.146160","1499450453.146831",2,2013,2980,2999337,"1006.5",0,0,2,0,2,0,0,,
152448,"192.168.10.25:53108->192.168.10.50:139","2017-07-07 18:01:22.448","2017-07-07 18:01:22.448","192.168.10.25",53108,"192.168.10.50",139,DCERPC,"0.000000","1499450482.448592","1499450482.448592",1,158,0,0,158,0,0,1,0,1,0,0,,
152448,"192.168.10.50:139->192.168.10.25:53108","2017-07-07 18:01:22.448","2017-07-07 18:01:22.448","192.168.10.50",139,"192.168.10.25",53108,DCERPC,"0.000000","1499450482.448847","1499450482.448847",1,128,0,0,128,0,0,1,0,1,0,0,,
152638,"192.168.10.15:57129->192.168.10.3:135","2017-07-07 18:02:31.345","2017-07-07 18:02:31.345","192.168.10.15",57129,"192.168.10.3",135,DCERPC,"0.000000","1499450551.345774","1499450551.345774",1,160,0,0,160,0,0,1,0,1,0,0,,
152638,"192.168.10.3:135->192.168.10.15:57129","2017-07-07 18:02:31.345","2017-07-07 18:02:31.345","192.168.10.3",135,"192.168.10.15",57129,DCERPC,"0.000000","1499450551.345915","1499450551.345915",1,108,0,0,108,0,0,1,0,1,0,0,,
152639,"192.168.10.15:57130->192.168.10.3:49666","2017-07-07 18:02:31.347","2017-07-07 18:02:31.348","192.168.10.15",57130,"192.168.10.3",49666,DCERPC,"0.000799","1499450551.347282","1499450551.348081",2,2037,2503,2548866,"1018.5",0,0,2,0,2,0,0,,
152639,"192.168.10.3:49666->192.168.10.15:57130","2017-07-07 18:02:31.347","2017-07-07 18:02:31.348","192.168.10.3",49666,"192.168.10.15",57130,DCERPC,"0.000459","1499450551.347834","1499450551.348293",2,389,4358,847576,"194.5",0,0,2,0,2,0,0,,
152731,"192.168.10.25:53111->192.168.10.50:139","2017-07-07 18:04:23.865","2017-07-07 18:04:23.865","192.168.10.25",53111,"192.168.10.50",139,DCERPC,"0.000000","1499450663.865742","1499450663.865742",1,158,0,0,158,0,0,1,0,1,0,0,,
152731,"192.168.10.50:139->192.168.10.25:53111","2017-07-07 18:04:23.865","2017-07-07 18:04:23.865","192.168.10.50",139,"192.168.10.25",53111,DCERPC,"0.000000","1499450663.865996","1499450663.865996",1,128,0,0,128,0,0,1,0,1,0,0,,
153461,"192.168.10.25:53147->192.168.10.50:139","2017-07-07 18:07:22.387","2017-07-07 18:07:22.387","192.168.10.25",53147,"192.168.10.50",139,DCERPC,"0.000000","1499450842.387478","1499450842.387478",1,158,0,0,158,0,0,1,0,1,0,0,,
153461,"192.168.10.50:139->192.168.10.25:53147","2017-07-07 18:07:22.387","2017-07-07 18:07:22.387","192.168.10.50",139,"192.168.10.25",53147,DCERPC,"0.000000","1499450842.387735","1499450842.387735",1,128,0,0,128,0,0,1,0,1,0,0,,
165372,"192.168.10.25:53149->192.168.10.50:139","2017-07-07 18:10:23.855","2017-07-07 18:10:23.855","192.168.10.25",53149,"192.168.10.50",139,DCERPC,"0.000000","1499451023.855480","1499451023.855480",1,158,0,0,158,0,0,1,0,1,0,0,,
165372,"192.168.10.50:139->192.168.10.25:53149","2017-07-07 18:10:23.855","2017-07-07 18:10:23.855","192.168.10.50",139,"192.168.10.25",53149,DCERPC,"0.000000","1499451023.855767","1499451023.855767",1,128,0,0,128,0,0,1,0,1,0,0,,
166241,"192.168.10.15:57456->192.168.10.3:135","2017-07-07 18:12:44.822","2017-07-07 18:12:44.822","192.168.10.15",57456,"192.168.10.3",135,DCERPC,"0.000000","1499451164.822284","1499451164.822284",1,160,0,0,160,0,0,1,0,1,0,0,,
166241,"192.168.10.3:135->192.168.10.15:57456","2017-07-07 18:12:44.822","2017-07-07 18:12:44.822","192.168.10.3",135,"192.168.10.15",57456,DCERPC,"0.000000","1499451164.822431","1499451164.822431",1,108,0,0,108,0,0,1,0,1,0,0,,
166242,"192.168.10.15:57457->192.168.10.3:49666","2017-07-07 18:12:44.823","2017-07-07 18:12:44.824","192.168.10.15",57457,"192.168.10.3",49666,DCERPC,"0.000774","1499451164.823794","1499451164.824568",2,1974,2583,2549909,987,0,0,2,0,2,0,0,,
166242,"192.168.10.3:49666->192.168.10.15:57457","2017-07-07 18:12:44.824","2017-07-07 18:12:44.824","192.168.10.3",49666,"192.168.10.15",57457,DCERPC,"0.000457","1499451164.824326","1499451164.824783",2,389,4376,851113,"194.5",0,0,2,0,2,0,0,,
166250,"192.168.10.15:57458->192.168.10.3:49671","2017-07-07 18:12:44.923","2017-07-07 18:12:44.923","192.168.10.15",57458,"192.168.10.3",49671,DCERPC,"0.000000","1499451164.923950","1499451164.923950",1,221,0,0,221,0,0,1,0,1,0,0,,
166250,"192.168.10.3:49671->192.168.10.15:57458","2017-07-07 18:12:44.924","2017-07-07 18:12:44.924","192.168.10.3",49671,"192.168.10.15",57458,DCERPC,"0.000000","1499451164.924025","1499451164.924025",1,128,0,0,128,0,0,1,0,1,0,0,,
166454,"192.168.10.25:53396->192.168.10.50:139","2017-07-07 18:13:22.375","2017-07-07 18:13:22.375","192.168.10.25",53396,"192.168.10.50",139,DCERPC,"0.000000","1499451202.375419","1499451202.375419",1,158,0,0,158,0,0,1,0,1,0,0,,
166454,"192.168.10.50:139->192.168.10.25:53396","2017-07-07 18:13:22.375","2017-07-07 18:13:22.375","192.168.10.50",139,"192.168.10.25",53396,DCERPC,"0.000000","1499451202.375674","1499451202.375674",1,128,0,0,128,0,0,1,0,1,0,0,,
167221,"192.168.10.25:53406->192.168.10.50:139","2017-07-07 18:16:23.841","2017-07-07 18:16:23.841","192.168.10.25",53406,"192.168.10.50",139,DCERPC,"0.000000","1499451383.841418","1499451383.841418",1,158,0,0,158,0,0,1,0,1,0,0,,
167221,"192.168.10.50:139->192.168.10.25:53406","2017-07-07 18:16:23.841","2017-07-07 18:16:23.841","192.168.10.50",139,"192.168.10.25",53406,DCERPC,"0.000000","1499451383.841640","1499451383.841640",1,128,0,0,128,0,0,1,0,1,0,0,,
167599,"192.168.10.25:53410->192.168.10.50:139","2017-07-07 18:19:22.360","2017-07-07 18:19:22.360","192.168.10.25",53410,"192.168.10.50",139,DCERPC,"0.000000","1499451562.360848","1499451562.360848",1,158,0,0,158,0,0,1,0,1,0,0,,
167599,"192.168.10.50:139->192.168.10.25:53410","2017-07-07 18:19:22.361","2017-07-07 18:19:22.361","192.168.10.50",139,"192.168.10.25",53410,DCERPC,"0.000000","1499451562.361078","1499451562.361078",1,128,0,0,128,0,0,1,0,1,0,0,,
170564,"192.168.10.25:53462->192.168.10.50:139","2017-07-07 18:22:23.827","2017-07-07 18:22:23.827","192.168.10.25",53462,"192.168.10.50",139,DCERPC,"0.000000","1499451743.827999","1499451743.827999",1,158,0,0,158,0,0,1,0,1,0,0,,
170564,"192.168.10.50:139->192.168.10.25:53462","2017-07-07 18:22:23.828","2017-07-07 18:22:23.828","192.168.10.50",139,"192.168.10.25",53462,DCERPC,"0.000000","1499451743.828226","1499451743.828226",1,128,0,0,128,0,0,1,0,1,0,0,,
178302,"192.168.10.25:53471->192.168.10.50:139","2017-07-07 18:25:22.348","2017-07-07 18:25:22.348","192.168.10.25",53471,"192.168.10.50",139,DCERPC,"0.000000","1499451922.348920","1499451922.348920",1,158,0,0,158,0,0,1,0,1,0,0,,
178302,"192.168.10.50:139->192.168.10.25:53471","2017-07-07 18:25:22.349","2017-07-07 18:25:22.349","192.168.10.50",139,"192.168.10.25",53471,DCERPC,"0.000000","1499451922.349178","1499451922.349178",1,128,0,0,128,0,0,1,0,1,0,0,,
179331,"192.168.10.25:53475->192.168.10.50:139","2017-07-07 18:28:23.815","2017-07-07 18:28:23.815","192.168.10.25",53475,"192.168.10.50",139,DCERPC,"0.000000","1499452103.815046","1499452103.815046",1,158,0,0,158,0,0,1,0,1,0,0,,
179331,"192.168.10.50:139->192.168.10.25:53475","2017-07-07 18:28:23.815","2017-07-07 18:28:23.815","192.168.10.50",139,"192.168.10.25",53475,DCERPC,"0.000000","1499452103.815270","1499452103.815270",1,128,0,0,128,0,0,1,0,1,0,0,,
179516,"192.168.10.3:135->192.168.10.5:55003","2017-07-07 18:28:42.169","2017-07-07 18:28:42.169","192.168.10.3",135,"192.168.10.5",55003,DCERPC,"0.000000","1499452122.169460","1499452122.169460",1,108,0,0,108,0,0,1,0,1,0,0,,
179516,"192.168.10.5:55003->192.168.10.3:135","2017-07-07 18:28:42.169","2017-07-07 18:28:42.169","192.168.10.5",55003,"192.168.10.3",135,DCERPC,"0.000000","1499452122.169330","1499452122.169330",1,160,0,0,160,0,0,1,0,1,0,0,,
179517,"192.168.10.3:49666->192.168.10.5:55004","2017-07-07 18:28:42.170","2017-07-07 18:28:42.170","192.168.10.3",49666,"192.168.10.5",55004,DCERPC,"0.000000","1499452122.170344","1499452122.170344",1,128,0,0,128,0,0,1,0,1,0,0,,
179517,"192.168.10.5:55004->192.168.10.3:49666","2017-07-07 18:28:42.170","2017-07-07 18:28:42.170","192.168.10.5",55004,"192.168.10.3",49666,DCERPC,"0.000000","1499452122.170218","1499452122.170218",1,221,0,0,221,0,0,1,0,1,0,0,,
180845,"192.168.10.25:53532->192.168.10.50:139","2017-07-07 18:31:22.335","2017-07-07 18:31:22.335","192.168.10.25",53532,"192.168.10.50",139,DCERPC,"0.000000","1499452282.335753","1499452282.335753",1,158,0,0,158,0,0,1,0,1,0,0,,
180845,"192.168.10.50:139->192.168.10.25:53532","2017-07-07 18:31:22.336","2017-07-07 18:31:22.336","192.168.10.50",139,"192.168.10.25",53532,DCERPC,"0.000000","1499452282.336014","1499452282.336014",1,128,0,0,128,0,0,1,0,1,0,0,,
181490,"192.168.10.25:53552->192.168.10.50:139","2017-07-07 18:34:23.807","2017-07-07 18:34:23.807","192.168.10.25",53552,"192.168.10.50",139,DCERPC,"0.000000","1499452463.807088","1499452463.807088",1,158,0,0,158,0,0,1,0,1,0,0,,
181490,"192.168.10.50:139->192.168.10.25:53552","2017-07-07 18:34:23.807","2017-07-07 18:34:23.807","192.168.10.50",139,"192.168.10.25",53552,DCERPC,"0.000000","1499452463.807370","1499452463.807370",1,128,0,0,128,0,0,1,0,1,0,0,,
181922,"192.168.10.25:53561->192.168.10.50:139","2017-07-07 18:37:22.328","2017-07-07 18:37:22.328","192.168.10.25",53561,"192.168.10.50",139,DCERPC,"0.000000","1499452642.328214","1499452642.328214",1,158,0,0,158,0,0,1,0,1,0,0,,
181922,"192.168.10.50:139->192.168.10.25:53561","2017-07-07 18:37:22.328","2017-07-07 18:37:22.328","192.168.10.50",139,"192.168.10.25",53561,DCERPC,"0.000000","1499452642.328476","1499452642.328476",1,128,0,0,128,0,0,1,0,1,0,0,,
182422,"192.168.10.3:135->192.168.10.5:55669","2017-07-07 18:38:44.760","2017-07-07 18:38:44.760","192.168.10.3",135,"192.168.10.5",55669,DCERPC,"0.000000","1499452724.760697","1499452724.760697",1,108,0,0,108,0,0,1,0,1,0,0,,
182422,"192.168.10.5:55669->192.168.10.3:135","2017-07-07 18:38:44.760","2017-07-07 18:38:44.760","192.168.10.5",55669,"192.168.10.3",135,DCERPC,"0.000000","1499452724.760560","1499452724.760560",1,160,0,0,160,0,0,1,0,1,0,0,,
182423,"192.168.10.3:49666->192.168.10.5:55670","2017-07-07 18:38:44.761","2017-07-07 18:38:44.761","192.168.10.3",49666,"192.168.10.5",55670,DCERPC,"0.000000","1499452724.761577","1499452724.761577",1,128,0,0,128,0,0,1,0,1,0,0,,
182423,"192.168.10.5:55670->192.168.10.3:49666","2017-07-07 18:38:44.761","2017-07-07 18:38:44.761","192.168.10.5",55670,"192.168.10.3",49666,DCERPC,"0.000000","1499452724.761445","1499452724.761445",1,221,0,0,221,0,0,1,0,1,0,0,,
182553,"192.168.10.25:53569->192.168.10.50:139","2017-07-07 18:40:23.791","2017-07-07 18:40:23.791","192.168.10.25",53569,"192.168.10.50",139,DCERPC,"0.000000","1499452823.791855","1499452823.791855",1,158,0,0,158,0,0,1,0,1,0,0,,
182553,"192.168.10.50:139->192.168.10.25:53569","2017-07-07 18:40:23.792","2017-07-07 18:40:23.792","192.168.10.50",139,"192.168.10.25",53569,DCERPC,"0.000000","1499452823.792100","1499452823.792100",1,128,0,0,128,0,0,1,0,1,0,0,,
183318,"192.168.10.25:53570->192.168.10.50:139","2017-07-07 18:43:22.312","2017-07-07 18:43:22.312","192.168.10.25",53570,"192.168.10.50",139,DCERPC,"0.000000","1499453002.312148","1499453002.312148",1,158,0,0,158,0,0,1,0,1,0,0,,
183318,"192.168.10.50:139->192.168.10.25:53570","2017-07-07 18:43:22.312","2017-07-07 18:43:22.312","192.168.10.50",139,"192.168.10.25",53570,DCERPC,"0.000000","1499453002.312378","1499453002.312378",1,128,0,0,128,0,0,1,0,1,0,0,,
183574,"192.168.10.25:53579->192.168.10.50:139","2017-07-07 18:46:23.779","2017-07-07 18:46:23.779","192.168.10.25",53579,"192.168.10.50",139,DCERPC,"0.000000","1499453183.779111","1499453183.779111",1,158,0,0,158,0,0,1,0,1,0,0,,
183574,"192.168.10.50:139->192.168.10.25:53579","2017-07-07 18:46:23.779","2017-07-07 18:46:23.779","192.168.10.50",139,"192.168.10.25",53579,DCERPC,"0.000000","1499453183.779368","1499453183.779368",1,128,0,0,128,0,0,1,0,1,0,0,,
183582,"192.168.10.3:135->192.168.10.8:9451","2017-07-07 18:46:51.830","2017-07-07 18:46:51.830","192.168.10.3",135,"192.168.10.8",9451,DCERPC,"0.000000","1499453211.830358","1499453211.830358",1,108,0,0,108,0,0,1,0,1,0,0,,
183582,"192.168.10.8:9451->192.168.10.3:135","2017-07-07 18:46:51.830","2017-07-07 18:46:51.830","192.168.10.8",9451,"192.168.10.3",135,DCERPC,"0.000000","1499453211.830179","1499453211.830179",1,160,0,0,160,0,0,1,0,1,0,0,,
183583,"192.168.10.3:49666->192.168.10.8:9452","2017-07-07 18:46:51.831","2017-07-07 18:46:51.832","192.168.10.3",49666,"192.168.10.8",9452,DCERPC,"0.000366","1499453211.831926","1499453211.832292",2,389,5465,1062921,"194.5",0,0,2,0,2,0,0,,
183583,"192.168.10.8:9452->192.168.10.3:49666","2017-07-07 18:46:51.831","2017-07-07 18:46:51.832","192.168.10.8",9452,"192.168.10.3",49666,DCERPC,"0.000675","1499453211.831350","1499453211.832025",2,1865,2963,2763114,"932.5",0,0,2,0,2,0,0,,
183724,"192.168.10.25:53608->192.168.10.50:139","2017-07-07 18:49:22.304","2017-07-07 18:49:22.304","192.168.10.25",53608,"192.168.10.50",139,DCERPC,"0.000000","1499453362.304215","1499453362.304215",1,158,0,0,158,0,0,1,0,1,0,0,,
183724,"192.168.10.50:139->192.168.10.25:53608","2017-07-07 18:49:22.304","2017-07-07 18:49:22.304","192.168.10.50",139,"192.168.10.25",53608,DCERPC,"0.000000","1499453362.304450","1499453362.304450",1,128,0,0,128,0,0,1,0,1,0,0,,
184153,"192.168.10.25:53613->192.168.10.50:139","2017-07-07 18:52:23.764","2017-07-07 18:52:23.764","192.168.10.25",53613,"192.168.10.50",139,DCERPC,"0.000000","1499453543.764678","1499453543.764678",1,158,0,0,158,0,0,1,0,1,0,0,,
184153,"192.168.10.50:139->192.168.10.25:53613","2017-07-07 18:52:23.764","2017-07-07 18:52:23.764","192.168.10.50",139,"192.168.10.25",53613,DCERPC,"0.000048","1499453543.764878","1499453543.764926",2,256,41734,5341999,128,0,0,2,0,2,0,0,"TCP Spurious Retransmission","TCP Spurious Retransmission"
184504,"192.168.10.25:53625->192.168.10.50:139","2017-07-07 18:55:22.284","2017-07-07 18:55:22.284","192.168.10.25",53625,"192.168.10.50",139,DCERPC,"0.000000","1499453722.284430","1499453722.284430",1,158,0,0,158,0,0,1,0,1,0,0,,
184504,"192.168.10.50:139->192.168.10.25:53625","2017-07-07 18:55:22.284","2017-07-07 18:55:22.284","192.168.10.50",139,"192.168.10.25",53625,DCERPC,"0.000000","1499453722.284684","1499453722.284684",1,128,0,0,128,0,0,1,0,1,0,0,,
184527,"192.168.10.3:135->192.168.10.9:9480","2017-07-07 18:56:13.342","2017-07-07 18:56:13.342","192.168.10.3",135,"192.168.10.9",9480,DCERPC,"0.000000","1499453773.342331","1499453773.342331",1,108,0,0,108,0,0,1,0,1,0,0,,
184527,"192.168.10.9:9480->192.168.10.3:135","2017-07-07 18:56:13.342","2017-07-07 18:56:13.342","192.168.10.9",9480,"192.168.10.3",135,DCERPC,"0.000000","1499453773.342263","1499453773.342263",1,160,0,0,160,0,0,1,0,1,0,0,,
184528,"192.168.10.3:49666->192.168.10.9:9481","2017-07-07 18:56:13.344","2017-07-07 18:56:13.344","192.168.10.3",49666,"192.168.10.9",9481,DCERPC,"0.000358","1499453773.344194","1499453773.344552",2,389,5585,1086274,"194.5",0,0,2,0,2,0,0,,
184528,"192.168.10.9:9481->192.168.10.3:49666","2017-07-07 18:56:13.343","2017-07-07 18:56:13.344","192.168.10.9",9481,"192.168.10.3",49666,DCERPC,"0.000736","1499453773.343602","1499453773.344338",2,2013,2717,2735061,"1006.5",0,0,2,0,2,0,0,,
193259,"192.168.10.25:53628->192.168.10.50:139","2017-07-07 18:58:23.757","2017-07-07 18:58:23.757","192.168.10.25",53628,"192.168.10.50",139,DCERPC,"0.000000","1499453903.757956","1499453903.757956",1,158,0,0,158,0,0,1,0,1,0,0,,
193259,"192.168.10.50:139->192.168.10.25:53628","2017-07-07 18:58:23.758","2017-07-07 18:58:23.758","192.168.10.50",139,"192.168.10.25",53628,DCERPC,"0.000000","1499453903.758218","1499453903.758218",1,128,0,0,128,0,0,1,0,1,0,0,,
1999,"192.168.10.25:52890->192.168.10.50:139","2017-07-07 17:10:23.992","2017-07-07 17:10:23.992","192.168.10.25",52890,"192.168.10.50",139,DCERPC,"0.000000","1499447423.992041","1499447423.992041",1,158,0,0,158,0,0,1,0,1,0,0,,
1999,"192.168.10.50:139->192.168.10.25:52890","2017-07-07 17:10:23.992","2017-07-07 17:10:23.992","192.168.10.50",139,"192.168.10.25",52890,DCERPC,"0.000000","1499447423.992277","1499447423.992277",1,128,0,0,128,0,0,1,0,1,0,0,,
208864,"192.168.10.25:53635->192.168.10.50:139","2017-07-07 19:01:22.274","2017-07-07 19:01:22.274","192.168.10.25",53635,"192.168.10.50",139,DCERPC,"0.000000","1499454082.274431","1499454082.274431",1,158,0,0,158,0,0,1,0,1,0,0,,
208864,"192.168.10.50:139->192.168.10.25:53635","2017-07-07 19:01:22.274","2017-07-07 19:01:22.274","192.168.10.50",139,"192.168.10.25",53635,DCERPC,"0.000000","1499454082.274718","1499454082.274718",1,128,0,0,128,0,0,1,0,1,0,0,,
223911,"192.168.10.25:53637->192.168.10.50:139","2017-07-07 19:04:23.737","2017-07-07 19:04:23.737","192.168.10.25",53637,"192.168.10.50",139,DCERPC,"0.000000","1499454263.737845","1499454263.737845",1,158,0,0,158,0,0,1,0,1,0,0,,
223911,"192.168.10.50:139->192.168.10.25:53637","2017-07-07 19:04:23.738","2017-07-07 19:04:23.738","192.168.10.50",139,"192.168.10.25",53637,DCERPC,"0.000000","1499454263.738100","1499454263.738100",1,128,0,0,128,0,0,1,0,1,0,0,,
227008,"192.168.10.3:135->192.168.10.9:9510","2017-07-07 19:05:01.102","2017-07-07 19:05:01.102","192.168.10.3",135,"192.168.10.9",9510,DCERPC,"0.000000","1499454301.102406","1499454301.102406",1,108,0,0,108,0,0,1,0,1,0,0,,
227008,"192.168.10.9:9510->192.168.10.3:135","2017-07-07 19:05:01.102","2017-07-07 19:05:01.102","192.168.10.9",9510,"192.168.10.3",135,DCERPC,"0.000000","1499454301.102309","1499454301.102309",1,160,0,0,160,0,0,1,0,1,0,0,,
227009,"192.168.10.3:49666->192.168.10.9:9511","2017-07-07 19:05:01.104","2017-07-07 19:05:01.104","192.168.10.3",49666,"192.168.10.9",9511,DCERPC,"0.000461","1499454301.104488","1499454301.104949",2,389,4337,843632,"194.5",0,0,2,0,2,0,0,,
227009,"192.168.10.9:9511->192.168.10.3:49666","2017-07-07 19:05:01.103","2017-07-07 19:05:01.104","192.168.10.9",9511,"192.168.10.3",49666,DCERPC,"0.000867","1499454301.103827","1499454301.104694",2,1975,2307,2278259,"987.5",0,0,2,0,2,0,0,,
227010,"192.168.10.3:49671->192.168.10.9:9512","2017-07-07 19:05:01.202","2017-07-07 19:05:01.202","192.168.10.3",49671,"192.168.10.9",9512,DCERPC,"0.000000","1499454301.202433","1499454301.202433",1,128,0,0,128,0,0,1,0,1,0,0,,
227010,"192.168.10.9:9512->192.168.10.3:49671","2017-07-07 19:05:01.202","2017-07-07 19:05:01.202","192.168.10.9",9512,"192.168.10.3",49671,DCERPC,"0.000000","1499454301.202275","1499454301.202275",1,221,0,0,221,0,0,1,0,1,0,0,,
227336,"192.168.10.14:58105->192.168.10.3:135","2017-07-07 19:05:04.445","2017-07-07 19:05:04.445","192.168.10.14",58105,"192.168.10.3",135,DCERPC,"0.000000","1499454304.445507","1499454304.445507",1,116,0,0,116,0,0,1,0,1,0,0,,
227336,"192.168.10.3:135->192.168.10.14:58105","2017-07-07 19:05:04.445","2017-07-07 19:05:04.445","192.168.10.3",135,"192.168.10.14",58105,DCERPC,"0.000000","1499454304.445604","1499454304.445604",1,84,0,0,84,0,0,1,0,1,0,0,,
227337,"192.168.10.14:58106->192.168.10.3:49666","2017-07-07 19:05:04.446","2017-07-07 19:05:04.447","192.168.10.14",58106,"192.168.10.3",49666,DCERPC,"0.000795","1499454304.446753","1499454304.447548",2,1969,2516,2477080,"984.5",0,0,2,0,2,0,0,,
227337,"192.168.10.3:49666->192.168.10.14:58106","2017-07-07 19:05:04.447","2017-07-07 19:05:04.447","192.168.10.3",49666,"192.168.10.14",58106,DCERPC,"0.000429","1499454304.447357","1499454304.447786",2,365,4660,850512,"182.5",0,0,2,0,2,0,0,,
2349,"192.168.10.3:135->192.168.10.5:53557","2017-07-07 17:11:52.517","2017-07-07 17:11:52.517","192.168.10.3",135,"192.168.10.5",53557,DCERPC,"0.000000","1499447512.517249","1499447512.517249",1,108,0,0,108,0,0,1,0,1,0,0,,
2349,"192.168.10.5:53557->192.168.10.3:135","2017-07-07 17:11:52.517","2017-07-07 17:11:52.517","192.168.10.5",53557,"192.168.10.3",135,DCERPC,"0.000000","1499447512.517090","1499447512.517090",1,160,0,0,160,0,0,1,0,1,0,0,,
2350,"192.168.10.3:49666->192.168.10.5:53558","2017-07-07 17:11:52.518","2017-07-07 17:11:52.518","192.168.10.3",49666,"192.168.10.5",53558,DCERPC,"0.000000","1499447512.518213","1499447512.518213",1,128,0,0,128,0,0,1,0,1,0,0,,
